id,date,value
Coal Production,2011-06-01,1.803665
Coal Production,2011-07-01,1.736037
Coal Production,2011-08-01,1.937155
Coal Production,2011-09-01,1.906585
Coal Production,2011-10-01,1.918798
Coal Production,2011-11-01,2.4954763333333334
Coal Production,2011-12-01,3.072154666666666
Coal Production,2012-01-01,3.6488329999999998
Coal Production,2012-02-01,3.3795729999999997
Coal Production,2012-03-01,1.745396
Coal Production,2012-04-01,1.574811
Coal Production,2012-05-01,1.662201
Coal Production,2012-06-01,1.664598
Coal Production,2012-07-01,1.757181
Coal Production,2012-08-01,1.847841
Coal Production,2012-09-01,1.664173
Coal Production,2012-10-01,1.732287
Coal Production,2012-11-01,2.260124333333333
Coal Production,2012-12-01,2.787961666666667
Coal Production,2013-01-01,3.315799
Coal Production,2013-02-01,3.1628439999999998
Coal Production,2013-03-01,1.719755
Coal Production,2013-04-01,1.600497
Coal Production,2013-05-01,1.691585
Coal Production,2013-06-01,1.646245
Coal Production,2013-07-01,1.718042
Coal Production,2013-08-01,1.830669
Coal Production,2013-09-01,1.680957
Coal Production,2013-10-01,1.634911
Coal Production,2013-11-01,2.2045813333333335
Coal Production,2013-12-01,2.7742516666666663
Coal Production,2014-01-01,3.343922
Coal Production,2014-02-01,3.279682
Coal Production,2014-03-01,1.764017
Coal Production,2014-04-01,1.68223
Coal Production,2014-05-01,1.698744
Coal Production,2014-06-01,1.605018
Coal Production,2014-07-01,1.714165
Coal Production,2014-08-01,1.772364
Coal Production,2014-09-01,1.695648
Coal Production,2014-10-01,1.729916
Coal Production,2014-11-01,2.188863
Coal Production,2014-12-01,2.6478099999999998
Coal Production,2015-01-01,3.106757
Coal Production,2015-02-01,2.709948
Coal Production,2015-03-01,1.628444
Coal Production,2015-04-01,1.501834
Coal Production,2015-05-01,1.408558
Coal Production,2015-06-01,1.340692
Coal Production,2015-07-01,1.530531
Coal Production,2015-08-01,1.653553
Coal Production,2015-09-01,1.555345
Coal Production,2015-10-01,1.510434
Coal Production,2015-11-01,1.8642646666666667
Coal Production,2015-12-01,2.2180953333333333
Coal Production,2016-01-01,2.5719260000000004
Coal Production,2016-02-01,2.43236
Coal Production,2016-03-01,1.114686
Coal Production,2016-04-01,0.970598
Coal Production,2016-05-01,1.069358
Coal Production,2016-06-01,1.19839
Coal Production,2016-07-01,1.246326
Coal Production,2016-08-01,1.375601
Coal Production,2016-09-01,1.308702
Coal Production,2016-10-01,1.379141
Coal Production,2016-11-01,1.8120596666666664
Coal Production,2016-12-01,2.244978333333333
Coal Production,2017-01-01,2.6778969999999997
Coal Production,2017-02-01,2.5773140000000003
Coal Production,2017-03-01,1.299466
Coal Production,2017-04-01,1.183991
Coal Production,2017-05-01,1.251819
Coal Production,2017-06-01,1.335118
Coal Production,2017-07-01,1.271276
Coal Production,2017-08-01,1.423715
Coal Production,2017-09-01,1.268566
Coal Production,2017-10-01,1.336215
Coal Production,2017-11-01,1.7373216666666664
Coal Production,2017-12-01,2.138428333333333
Coal Production,2018-01-01,2.539535
Coal Production,2018-02-01,2.516113
Coal Production,2018-03-01,1.331935
Coal Production,2018-04-01,1.178256
Coal Production,2018-05-01,1.240866
Coal Production,2018-06-01,1.250636
Coal Production,2018-07-01,1.280021
Coal Production,2018-08-01,1.408438
Coal Production,2018-09-01,1.268098
Coal Production,2018-10-01,1.349545
Coal Production,2018-11-01,1.7094333333333334
Coal Production,2018-12-01,2.0693216666666667
Coal Production,2019-01-01,2.4292100000000003
Crude Oil Production,2010-01-01,1.941842
Crude Oil Production,2010-02-01,1.910094
Crude Oil Production,2010-03-01,0.991662
Crude Oil Production,2010-04-01,0.938261
Crude Oil Production,2010-05-01,0.971075
Crude Oil Production,2010-06-01,0.936033
Crude Oil Production,2010-07-01,0.952557
Crude Oil Production,2010-08-01,0.979431
Crude Oil Production,2010-09-01,0.977143
Crude Oil Production,2010-10-01,1.012374
Crude Oil Production,2010-11-01,1.354579
Crude Oil Production,2010-12-01,1.696784
Crude Oil Production,2011-01-01,2.038989
Crude Oil Production,2011-02-01,1.976882
Crude Oil Production,2011-03-01,1.010118
Crude Oil Production,2011-04-01,0.967774
Crude Oil Production,2011-05-01,1.011307
Crude Oil Production,2011-06-01,0.972502
Crude Oil Production,2011-07-01,0.978085
Crude Oil Production,2011-08-01,1.018583
Crude Oil Production,2011-09-01,0.976786
Crude Oil Production,2011-10-01,1.061269
Crude Oil Production,2011-11-01,1.4883149999999998
Crude Oil Production,2011-12-01,1.9153609999999999
Crude Oil Production,2012-01-01,2.3424069999999997
Crude Oil Production,2012-02-01,2.331702
Crude Oil Production,2012-03-01,1.13747
Crude Oil Production,2012-04-01,1.09962
Crude Oil Production,2012-05-01,1.14516
Crude Oil Production,2012-06-01,1.091878
Crude Oil Production,2012-07-01,1.156292
Crude Oil Production,2012-08-01,1.141754
Crude Oil Production,2012-09-01,1.147953
Crude Oil Production,2012-10-01,1.253038
Crude Oil Production,2012-11-01,1.719264
Crude Oil Production,2012-12-01,2.1854899999999997
Crude Oil Production,2013-01-01,2.651716
Crude Oil Production,2013-02-01,2.5886750000000003
Crude Oil Production,2013-03-01,1.297307
Crude Oil Production,2013-04-01,1.283315
Crude Oil Production,2013-05-01,1.317483
Crude Oil Production,2013-06-01,1.266611
Crude Oil Production,2013-07-01,1.352778
Crude Oil Production,2013-08-01,1.354934
Crude Oil Production,2013-09-01,1.364062
Crude Oil Production,2013-10-01,1.395445
Crude Oil Production,2013-11-01,1.9553856666666667
Crude Oil Production,2013-12-01,2.5153263333333333
Crude Oil Production,2014-01-01,3.075267
Crude Oil Production,2014-02-01,3.044308
Crude Oil Production,2014-03-01,1.491879
Crude Oil Production,2014-04-01,1.483614
Crude Oil Production,2014-05-01,1.55438
Crude Oil Production,2014-06-01,1.521271
Crude Oil Production,2014-07-01,1.589957
Crude Oil Production,2014-08-01,1.605515
Crude Oil Production,2014-09-01,1.58091
Crude Oil Production,2014-10-01,1.665717
Crude Oil Production,2014-11-01,2.198291333333333
Crude Oil Production,2014-12-01,2.7308656666666664
Crude Oil Production,2015-01-01,3.26344
Crude Oil Production,2015-02-01,3.165177
Crude Oil Production,2015-03-01,1.698177
Crude Oil Production,2015-04-01,1.656417
Crude Oil Production,2015-05-01,1.678985
Crude Oil Production,2015-06-01,1.605032
Crude Oil Production,2015-07-01,1.674014
Crude Oil Production,2015-08-01,1.667599
Crude Oil Production,2015-09-01,1.625905
Crude Oil Production,2015-10-01,1.665993
Crude Oil Production,2015-11-01,2.1640433333333333
Crude Oil Production,2015-12-01,2.6620936666666664
Crude Oil Production,2016-01-01,3.160144
Crude Oil Production,2016-02-01,3.067482
Crude Oil Production,2016-03-01,1.611976
Crude Oil Production,2016-04-01,1.52275
Crude Oil Production,2016-05-01,1.566573
Crude Oil Production,2016-06-01,1.488654
Crude Oil Production,2016-07-01,1.536186
Crude Oil Production,2016-08-01,1.541112
Crude Oil Production,2016-09-01,1.466256
Crude Oil Production,2016-10-01,1.561303
Crude Oil Production,2016-11-01,2.142294333333333
Crude Oil Production,2016-12-01,2.7232856666666665
Crude Oil Production,2017-01-01,3.304277
Crude Oil Production,2017-02-01,3.230161
Crude Oil Production,2017-03-01,1.626525
Crude Oil Production,2017-04-01,1.562893
Crude Oil Production,2017-05-01,1.629439
Crude Oil Production,2017-06-01,1.564147
Crude Oil Production,2017-07-01,1.64041
Crude Oil Production,2017-08-01,1.640186
Crude Oil Production,2017-09-01,1.633843
Crude Oil Production,2017-10-01,1.713633
Crude Oil Production,2017-11-01,2.408981333333333
Crude Oil Production,2017-12-01,3.1043296666666667
Crude Oil Production,2018-01-01,3.799678
Crude Oil Production,2018-02-01,3.7509550000000003
Crude Oil Production,2018-03-01,1.850435
Crude Oil Production,2018-04-01,1.796267
Crude Oil Production,2018-05-01,1.843946
Crude Oil Production,2018-06-01,1.819284
Crude Oil Production,2018-07-01,1.926005
Crude Oil Production,2018-08-01,2.01179
Crude Oil Production,2018-09-01,1.95522
Crude Oil Production,2018-10-01,2.032121
Crude Oil Production,2018-11-01,2.7911563333333334
Crude Oil Production,2018-12-01,3.5501916666666666
Crude Oil Production,2019-01-01,4.309227
Geothermal Energy Production,2010-01-01,0.034960000000000005
Geothermal Energy Production,2010-02-01,0.033899
Geothermal Energy Production,2010-03-01,0.017801
Geothermal Energy Production,2010-04-01,0.01699
Geothermal Energy Production,2010-05-01,0.017839
Geothermal Energy Production,2010-06-01,0.017219
Geothermal Energy Production,2010-07-01,0.017479
Geothermal Energy Production,2010-08-01,0.017706
Geothermal Energy Production,2010-09-01,0.01711
Geothermal Energy Production,2010-10-01,0.016975
Geothermal Energy Production,2010-11-01,0.02333333333333333
Geothermal Energy Production,2010-12-01,0.029691666666666665
Geothermal Energy Production,2011-01-01,0.03605
Geothermal Energy Production,2011-02-01,0.034936999999999996
Geothermal Energy Production,2011-03-01,0.018388
Geothermal Energy Production,2011-04-01,0.017258
Geothermal Energy Production,2011-05-01,0.018194
Geothermal Energy Production,2011-06-01,0.01702
Geothermal Energy Production,2011-07-01,0.017723
Geothermal Energy Production,2011-08-01,0.017777
Geothermal Energy Production,2011-09-01,0.017127
Geothermal Energy Production,2011-10-01,0.017836
Geothermal Energy Production,2011-11-01,0.02369833333333333
Geothermal Energy Production,2011-12-01,0.029560666666666666
Geothermal Energy Production,2012-01-01,0.035422999999999996
Geothermal Energy Production,2012-02-01,0.034995
Geothermal Energy Production,2012-03-01,0.017608
Geothermal Energy Production,2012-04-01,0.017084
Geothermal Energy Production,2012-05-01,0.017787
Geothermal Energy Production,2012-06-01,0.017361
Geothermal Energy Production,2012-07-01,0.017946
Geothermal Energy Production,2012-08-01,0.017786
Geothermal Energy Production,2012-09-01,0.017576
Geothermal Energy Production,2012-10-01,0.018027
Geothermal Energy Production,2012-11-01,0.023863666666666665
Geothermal Energy Production,2012-12-01,0.029700333333333332
Geothermal Energy Production,2013-01-01,0.035537
Geothermal Energy Production,2013-02-01,0.035088999999999995
Geothermal Energy Production,2013-03-01,0.018543
Geothermal Energy Production,2013-04-01,0.017376
Geothermal Energy Production,2013-05-01,0.01787
Geothermal Energy Production,2013-06-01,0.017415
Geothermal Energy Production,2013-07-01,0.018148
Geothermal Energy Production,2013-08-01,0.018011
Geothermal Energy Production,2013-09-01,0.017616
Geothermal Energy Production,2013-10-01,0.018402
Geothermal Energy Production,2013-11-01,0.024419666666666666
Geothermal Energy Production,2013-12-01,0.030437333333333334
Geothermal Energy Production,2014-01-01,0.036455
Geothermal Energy Production,2014-02-01,0.034810999999999995
Geothermal Energy Production,2014-03-01,0.018114
Geothermal Energy Production,2014-04-01,0.017711
Geothermal Energy Production,2014-05-01,0.018064
Geothermal Energy Production,2014-06-01,0.017519
Geothermal Energy Production,2014-07-01,0.017942
Geothermal Energy Production,2014-08-01,0.018034
Geothermal Energy Production,2014-09-01,0.017654
Geothermal Energy Production,2014-10-01,0.018185
Geothermal Energy Production,2014-11-01,0.024034
Geothermal Energy Production,2014-12-01,0.029883
Geothermal Energy Production,2015-01-01,0.035732
Geothermal Energy Production,2015-02-01,0.034839
Geothermal Energy Production,2015-03-01,0.018384
Geothermal Energy Production,2015-04-01,0.017077
Geothermal Energy Production,2015-05-01,0.018348
Geothermal Energy Production,2015-06-01,0.017349
Geothermal Energy Production,2015-07-01,0.018036
Geothermal Energy Production,2015-08-01,0.017919
Geothermal Energy Production,2015-09-01,0.016429
Geothermal Energy Production,2015-10-01,0.017722
Geothermal Energy Production,2015-11-01,0.023638333333333334
Geothermal Energy Production,2015-12-01,0.029554666666666667
Geothermal Energy Production,2016-01-01,0.035471
Geothermal Energy Production,2016-02-01,0.035310999999999995
Geothermal Energy Production,2016-03-01,0.01752
Geothermal Energy Production,2016-04-01,0.016366
Geothermal Energy Production,2016-05-01,0.017766
Geothermal Energy Production,2016-06-01,0.016758
Geothermal Energy Production,2016-07-01,0.017484
Geothermal Energy Production,2016-08-01,0.017604
Geothermal Energy Production,2016-09-01,0.017453
Geothermal Energy Production,2016-10-01,0.017871
Geothermal Energy Production,2016-11-01,0.023779
Geothermal Energy Production,2016-12-01,0.029687
Geothermal Energy Production,2017-01-01,0.035595
Geothermal Energy Production,2017-02-01,0.0344
Geothermal Energy Production,2017-03-01,0.018173
Geothermal Energy Production,2017-04-01,0.017576
Geothermal Energy Production,2017-05-01,0.017387
Geothermal Energy Production,2017-06-01,0.017046
Geothermal Energy Production,2017-07-01,0.01804
Geothermal Energy Production,2017-08-01,0.01795
Geothermal Energy Production,2017-09-01,0.017486
Geothermal Energy Production,2017-10-01,0.016579
Geothermal Energy Production,2017-11-01,0.022698999999999997
Geothermal Energy Production,2017-12-01,0.028818999999999997
Geothermal Energy Production,2018-01-01,0.034939
Geothermal Energy Production,2018-02-01,0.035029000000000005
Geothermal Energy Production,2018-03-01,0.017836
Geothermal Energy Production,2018-04-01,0.016034
Geothermal Energy Production,2018-05-01,0.017981
Geothermal Energy Production,2018-06-01,0.017053
Geothermal Energy Production,2018-07-01,0.017862
Geothermal Energy Production,2018-08-01,0.017839
Geothermal Energy Production,2018-09-01,0.017308
Geothermal Energy Production,2018-10-01,0.016983
Geothermal Energy Production,2018-11-01,0.021905
Geothermal Energy Production,2018-12-01,0.026827
Geothermal Energy Production,2019-01-01,0.031749
Hydroelectric Power Production,2010-01-01,0.409211
Hydroelectric Power Production,2010-02-01,0.426911
Hydroelectric Power Production,2010-03-01,0.203761
Hydroelectric Power Production,2010-04-01,0.186307
Hydroelectric Power Production,2010-05-01,0.244673
Hydroelectric Power Production,2010-06-01,0.291254
Hydroelectric Power Production,2010-07-01,0.239186
Hydroelectric Power Production,2010-08-01,0.196283
Hydroelectric Power Production,2010-09-01,0.168439
Hydroelectric Power Production,2010-10-01,0.172515
Hydroelectric Power Production,2010-11-01,0.26467399999999996
Hydroelectric Power Production,2010-12-01,0.35683299999999996
Hydroelectric Power Production,2011-01-01,0.448992
Hydroelectric Power Production,2011-02-01,0.465039
Hydroelectric Power Production,2011-03-01,0.302503
Hydroelectric Power Production,2011-04-01,0.303084
Hydroelectric Power Production,2011-05-01,0.316615
Hydroelectric Power Production,2011-06-01,0.312381
Hydroelectric Power Production,2011-07-01,0.303962
Hydroelectric Power Production,2011-08-01,0.250319
Hydroelectric Power Production,2011-09-01,0.207705
Hydroelectric Power Production,2011-10-01,0.192254
Hydroelectric Power Production,2011-11-01,0.26088433333333333
Hydroelectric Power Production,2011-12-01,0.3295146666666666
Hydroelectric Power Production,2012-01-01,0.39814499999999997
Hydroelectric Power Production,2012-02-01,0.41173
Hydroelectric Power Production,2012-03-01,0.246546
Hydroelectric Power Production,2012-04-01,0.250215
Hydroelectric Power Production,2012-05-01,0.272562
Hydroelectric Power Production,2012-06-01,0.253685
Hydroelectric Power Production,2012-07-01,0.252091
Hydroelectric Power Production,2012-08-01,0.219192
Hydroelectric Power Production,2012-09-01,0.167517
Hydroelectric Power Production,2012-10-01,0.15702
Hydroelectric Power Production,2012-11-01,0.23986133333333332
Hydroelectric Power Production,2012-12-01,0.3227026666666667
Hydroelectric Power Production,2013-01-01,0.405544
Hydroelectric Power Production,2013-02-01,0.396398
Hydroelectric Power Production,2013-03-01,0.195918
Hydroelectric Power Production,2013-04-01,0.239451
Hydroelectric Power Production,2013-05-01,0.271442
Hydroelectric Power Production,2013-06-01,0.261271
Hydroelectric Power Production,2013-07-01,0.260036
Hydroelectric Power Production,2013-08-01,0.206403
Hydroelectric Power Production,2013-09-01,0.161826
Hydroelectric Power Production,2013-10-01,0.164092
Hydroelectric Power Production,2013-11-01,0.23701466666666665
Hydroelectric Power Production,2013-12-01,0.3099373333333333
Hydroelectric Power Production,2014-01-01,0.38286
Hydroelectric Power Production,2014-02-01,0.377784
Hydroelectric Power Production,2014-03-01,0.230685
Hydroelectric Power Production,2014-04-01,0.241934
Hydroelectric Power Production,2014-05-01,0.252432
Hydroelectric Power Production,2014-06-01,0.24482400000000001
Hydroelectric Power Production,2014-07-01,0.231639
Hydroelectric Power Production,2014-08-01,0.188367
Hydroelectric Power Production,2014-09-01,0.152867
Hydroelectric Power Production,2014-10-01,0.163184
Hydroelectric Power Production,2014-11-01,0.243841
Hydroelectric Power Production,2014-12-01,0.324498
Hydroelectric Power Production,2015-01-01,0.40515500000000004
Hydroelectric Power Production,2015-02-01,0.423564
Hydroelectric Power Production,2015-03-01,0.226274
Hydroelectric Power Production,2015-04-01,0.209407
Hydroelectric Power Production,2015-05-01,0.187549
Hydroelectric Power Production,2015-06-01,0.190239
Hydroelectric Power Production,2015-07-01,0.195832
Hydroelectric Power Production,2015-08-01,0.178199
Hydroelectric Power Production,2015-09-01,0.149981
Hydroelectric Power Production,2015-10-01,0.154979
Hydroelectric Power Production,2015-11-01,0.24002300000000001
Hydroelectric Power Production,2015-12-01,0.325067
Hydroelectric Power Production,2016-01-01,0.410111
Hydroelectric Power Production,2016-02-01,0.43082699999999996
Hydroelectric Power Production,2016-03-01,0.252863
Hydroelectric Power Production,2016-04-01,0.238906
Hydroelectric Power Production,2016-05-01,0.23529
Hydroelectric Power Production,2016-06-01,0.214523
Hydroelectric Power Production,2016-07-01,0.198076
Hydroelectric Power Production,2016-08-01,0.180666
Hydroelectric Power Production,2016-09-01,0.151106
Hydroelectric Power Production,2016-10-01,0.160072
Hydroelectric Power Production,2016-11-01,0.24956599999999998
Hydroelectric Power Production,2016-12-01,0.33906
Hydroelectric Power Production,2017-01-01,0.428554
Hydroelectric Power Production,2017-02-01,0.42499200000000004
Hydroelectric Power Production,2017-03-01,0.272826
Hydroelectric Power Production,2017-04-01,0.270949
Hydroelectric Power Production,2017-05-01,0.300409
Hydroelectric Power Production,2017-06-01,0.28169
Hydroelectric Power Production,2017-07-01,0.24505
Hydroelectric Power Production,2017-08-01,0.202998
Hydroelectric Power Production,2017-09-01,0.176445
Hydroelectric Power Production,2017-10-01,0.163053
Hydroelectric Power Production,2017-11-01,0.2512606666666667
Hydroelectric Power Production,2017-12-01,0.3394683333333333
Hydroelectric Power Production,2018-01-01,0.427676
Hydroelectric Power Production,2018-02-01,0.434255
Hydroelectric Power Production,2018-03-01,0.235435
Hydroelectric Power Production,2018-04-01,0.25596
Hydroelectric Power Production,2018-05-01,0.277165
Hydroelectric Power Production,2018-06-01,0.251248
Hydroelectric Power Production,2018-07-01,0.228506
Hydroelectric Power Production,2018-08-01,0.200442
Hydroelectric Power Production,2018-09-01,0.174484
Hydroelectric Power Production,2018-10-01,0.177967
Hydroelectric Power Production,2018-11-01,0.25226533333333334
Hydroelectric Power Production,2018-12-01,0.32656366666666664
Hydroelectric Power Production,2019-01-01,0.400862
Natural Gas (Dry) Production,2010-01-01,3.621131
Natural Gas (Dry) Production,2010-02-01,3.572654
Natural Gas (Dry) Production,2010-03-01,1.816526
Natural Gas (Dry) Production,2010-04-01,1.766638
Natural Gas (Dry) Production,2010-05-01,1.837918
Natural Gas (Dry) Production,2010-06-01,1.756096
Natural Gas (Dry) Production,2010-07-01,1.847277
Natural Gas (Dry) Production,2010-08-01,1.868626
Natural Gas (Dry) Production,2010-09-01,1.813135
Natural Gas (Dry) Production,2010-10-01,1.905763
Natural Gas (Dry) Production,2010-11-01,2.5782353333333337
Natural Gas (Dry) Production,2010-12-01,3.250707666666667
Natural Gas (Dry) Production,2011-01-01,3.9231800000000003
Natural Gas (Dry) Production,2011-02-01,3.762459
Natural Gas (Dry) Production,2011-03-01,1.949824
Natural Gas (Dry) Production,2011-04-01,1.909401
Natural Gas (Dry) Production,2011-05-01,1.977417
Natural Gas (Dry) Production,2011-06-01,1.903175
Natural Gas (Dry) Production,2011-07-01,1.979461
Natural Gas (Dry) Production,2011-08-01,2.002658
Natural Gas (Dry) Production,2011-09-01,1.934998
Natural Gas (Dry) Production,2011-10-01,2.063146
Natural Gas (Dry) Production,2011-11-01,2.755846
Natural Gas (Dry) Production,2011-12-01,3.448546
Natural Gas (Dry) Production,2012-01-01,4.141246
Natural Gas (Dry) Production,2012-02-01,4.01718
Natural Gas (Dry) Production,2012-03-01,2.062279
Natural Gas (Dry) Production,2012-04-01,1.990079
Natural Gas (Dry) Production,2012-05-01,2.064882
Natural Gas (Dry) Production,2012-06-01,1.985593
Natural Gas (Dry) Production,2012-07-01,2.104807
Natural Gas (Dry) Production,2012-08-01,2.094448
Natural Gas (Dry) Production,2012-09-01,2.038525
Natural Gas (Dry) Production,2012-10-01,2.111027
Natural Gas (Dry) Production,2012-11-01,2.7947756666666663
Natural Gas (Dry) Production,2012-12-01,3.478524333333333
Natural Gas (Dry) Production,2013-01-01,4.162273
Natural Gas (Dry) Production,2013-02-01,4.000018
Natural Gas (Dry) Production,2013-03-01,2.078076
Natural Gas (Dry) Production,2013-04-01,2.037004
Natural Gas (Dry) Production,2013-05-01,2.097713
Natural Gas (Dry) Production,2013-06-01,2.027056
Natural Gas (Dry) Production,2013-07-01,2.135986
Natural Gas (Dry) Production,2013-08-01,2.131389
Natural Gas (Dry) Production,2013-09-01,2.057272
Natural Gas (Dry) Production,2013-10-01,2.132286
Natural Gas (Dry) Production,2013-11-01,2.883304
Natural Gas (Dry) Production,2013-12-01,3.6343219999999996
Natural Gas (Dry) Production,2014-01-01,4.385339999999999
Natural Gas (Dry) Production,2014-02-01,4.317256
Natural Gas (Dry) Production,2014-03-01,2.202854
Natural Gas (Dry) Production,2014-04-01,2.183946
Natural Gas (Dry) Production,2014-05-01,2.244558
Natural Gas (Dry) Production,2014-06-01,2.183368
Natural Gas (Dry) Production,2014-07-01,2.304121
Natural Gas (Dry) Production,2014-08-01,2.316668
Natural Gas (Dry) Production,2014-09-01,2.241143
Natural Gas (Dry) Production,2014-10-01,2.338819
Natural Gas (Dry) Production,2014-11-01,3.1123866666666666
Natural Gas (Dry) Production,2014-12-01,3.8859543333333333
Natural Gas (Dry) Production,2015-01-01,4.659522
Natural Gas (Dry) Production,2015-02-01,4.518385
Natural Gas (Dry) Production,2015-03-01,2.383242
Natural Gas (Dry) Production,2015-04-01,2.339657
Natural Gas (Dry) Production,2015-05-01,2.382846
Natural Gas (Dry) Production,2015-06-01,2.300615
Natural Gas (Dry) Production,2015-07-01,2.384835
Natural Gas (Dry) Production,2015-08-01,2.387549
Natural Gas (Dry) Production,2015-09-01,2.325114
